	Publisher	pmcid	FigURL	Caption	PDFURL	FigName
31	Scientific Reports	PMC4751482	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4751482/bin/srep21010-f3.jpg	Effect of β-elemene (ELE) on the level of hCTR1 in the presence of oxaliplatin (OX).(a) Western <b>blot</b> analysis of hCTR1 expression. MHCC97H cells exposed to various oxaliplatin concentrations with or without 60 μg/mL β-elemene for 12-h exposure. Graph shows ratio between hCTR1 and β-actin expression. CTR1 transcriptional levels was measured by real-time PCR after MHCC97H cells were treated with and without β-Elemene for 48 h. Data shown are mean (± S.D.) from three independent experiments.*p &lt; 0.05, compared with control cells. (b) Confocal digital microscopic analyses of hCTR1 levels in MHCC97H cells exposed to oxaliplatin (0, 16 μm) with or without 60 μg/mL β-elemene for 2 h. Red, hCTR1; blue, nucleus stained with 4,6-diamidino-2-phenylindole. Results are representative of three independent experiments; image intensity was normalized to cells stained only with secondary antibody. (c) MHCC97H cells were transfected with hCTR1-siRNA for 24 h. Cell lysates were then harvested and subjected to Western <b>blot</b> and RT-PCR analysis. (d) Transfected MHCC97H cells were more resistant to oxaliplatin and displayed no cytotoxicity difference between oxaliplatin plus β-elemene and oxaliplatin alone. (*p &lt; 0.05, ** p &lt; 0.01).		PMC4751482_srep21010-f3.jpg
32	Scientific Reports	PMC4981891	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4981891/bin/srep31158-f4.jpg	Aβ-induced cdh1 decrease is mediated by Ca2+ and cdk5-p25.(a) Representative images of Ca2+ levels by Fluo4 in neurons upon different treatments C, Aβ (5 μM), glutamate (500 μM), proTAME (12 μM), proTAME (12 μM) + GI (100 μM) for 24 h. Ca2+ intensities (fluo4) were normalized to corresponding nuclei staining (Hoechst). The mean values ± SD from 10 images of each of three independent experiments are shown (p[C; Aβ] &lt; 0,01; p[C; Glut] &lt; 0,05; p[C; pT] &lt; 0,05; p[pT; pT + GI] &lt; 0,05). (c–f) Western <b>blots</b> show cdk5 or p25/p35 in neurons under control conditions, with Aβ or glutamate treatment. <b>Blots</b> of three independent experiments were quantified by densitometry and normalized against α-tubulin levels. The mean values ± SD are indicated of cdk5 (p &lt; 0,01, p &lt; 0,01) and p25 (p &lt; 0,01, p &lt; 0,05). (g) Western <b>blot</b> image shows cdh1 and glutaminase (gls) in neurons under control conditions, treated with roscovitine (RV) (15 μM), Aβ (5 μM) or Aβ + RV for 20 h. (h) <b>Blots</b> were quantified by densitometry and normalized against α-tubulin levels. The mean values ± SD of three independent experiments are shown (p &lt; 0,05; p &lt; 0,05). (i) Glutamate measurement in extracellular medium of neurons under different treatments (as in d). Mean values ± SD of three independent experiments are shown (p &lt; 0,05).		PMC4981891_srep31158-f4.jpg
33	Plos One	PMC4064990	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064990/bin/pone.0100147.g002.jpg	Northern <b>blot</b> detection of CbSRs.RNA was isolated from LCVs (3 dpi) and SCVs (21 dpi) grown in ACCM2. Hybridizations were performed at high stringency using biotinylated oligonucleotide probes specific to each CbSR. 3 µg RNA was used for all lanes. Apparent sizes of the CbSRs, as calculated from Northern <b>blots</b>, are indicated. (Note: intensity of bands is not comparable between panels, since exposure times for each panel have not been optimized).		PMC4064990_pone.0100147.g002.jpg
34	Journal Of Neuroinflammation	PMC3180275	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3180275/bin/1742-2094-8-108-5.jpg	Expression of MMPs in ischemic EC in Timp-3 KO and WT mice at 72 h. A. Immunohistochemistry for MMPs in ischemic external capsule (EC) at 72 h reperfusion in Timp-3 KO and WT mice. The Timp-3 knockout had increased MMP-2 (red) immunoreactivity in ischemia, which co-localized with GFAP-expressing astrocytes (yellow). MMP-9 and MMP-3 were co-localized with astrocytes in the WT. Arrowheads show MMP-9 and -3 in astrocytes around vessels. Insert shows co-localization of MMP-3 and GFAP-positive astrocyte. Scale bar = 100 μm. B. Immunostaining shows MMP-3 expression in CC1-positive OLs in ischemic WT EC. C. Immunostaining shows MMP-3 expression in Iba-1 positive microglia/macrophages. Scale bar = 50 μm. D. Western <b>blot</b> of MMP-3 at 72 h reperfusion in Timp-3 KO and WT mouse brains. Western <b>blots</b> of MMP-3 standard and mouse brain tissues show the proform of MMP-3 at 57 kDa and an active form at 45 kDa. A 60 kDa glycosylated form of MMP-3 is also present in all brain samples. Brilliant blue R staining on the same <b>blots</b> was performed as control for protein loading and transfer. Quantification of pro and active MMP-3 forms together showed a significant increase in MMP-3 (57 kDa and 45 kDa) in ischemic WT compared with ischemic KO, sham KO and WT and nonischemic KO and WT (p &lt; 0.05, n = 6 for each group). No significant difference was found between ischemic and nonischemic hemispheres in the KO. E. Fluorogenic substrate assay for MMP-3 activity shows significant increase in MMP-3 relative activity in both ischemic and nonischemic WT compared with sham WT (p &lt; 0.05, n = 6 for each group).		PMC3180275_1742-2094-8-108-5.jpg
35	International Journal Of Molecular Medicine	PMC4601748	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4601748/bin/IJMM-36-05-1244-g05.jpg	Induction of autophagy in glioblastoma multiforme (GBM)8901 cells treated with bis(carbazole-2,9N-benzyl)-3-ethyl ethanoate (BC3EE2,9B) combined with temozolomide (TMZ) is governed by the Akt-mammalian target of rapamycin (mTOR) pathway. (A) Monitoring of LC3-I to LC3-II conversion in western <b>blot</b> analysis shows autophagy induction. BC3EE2,9B combined with TMZ resulted in a significant increase in the levels of LC3-II after 24 h. (B) Western <b>blot</b> analysis showed p-Akt/Akt, p-AMPK/AMPK and p-mTOR expression in GBM8901 cells treated with BC3EE2,9B alone or treated with BC3EE2,9B in combination with TMZ (100 µM). (C) Constitutively active Akt (CA-Akt) or dominant negative Akt (DN-Akt) plasmids were transiently transfected into GBM8901 cells and confirmed by western <b>blot</b> analysis. (D) Overexpression of CA-Akt but DN-Akt was noted in GBM8901 cells treated with BC3EE2,9B combined with TMZ.		PMC4601748_IJMM-36-05-1244-g05.jpg
36	Plos One	PMC3547945	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3547945/bin/pone.0054687.g003.jpg	Effect of endoglin haploinsufficiency on extracellular matrix formation.(A) Synthesis of collagen Iα and fibronectin by Eng+/+ and Eng+/− MDF were analyzed by RT-PCR. GAPDH was used as housekeeping (B) Synthesis of collagen Iα and fibronectin were also evaluated by western <b>blot</b> in total protein extracts from Eng+/+ and Eng+/− MDF using Tubulin as loading control. A representative <b>blot</b> from three independent experiments is shown.		PMC3547945_pone.0054687.g003.jpg
37	Plos One	PMC3264618	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3264618/bin/pone.0030523.g005.jpg	Northern <b>blot</b> analysis of NFRKB in MCNS.Northern <b>blot</b> of PBMC total RNA from four patients with MCNS relapse, was hybridized with a full-length-probe and exposed to Phosphoimager Storm for 24 h. This experiment was repeated once.		PMC3264618_pone.0030523.g005.jpg
38	Cell Cycle (georgetown, Tex.)	PMC4050140	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050140/bin/cc-13-1424-g11.jpg	Figure 11. Irradiated E1A + E1B cells show suppression of mTORC1 and mTORC2 and activation of autophagy. Western <b>blot</b> analysis of phosphorylation of S6 ribosomal protein and 4E-BP1 (A) and phosphorylation of Akt on Ser473 (B). The indicated numbers show the results of western <b>blot</b> densitometry. (C) Western <b>blot</b> analysis of LC3-I conversion to LC3-II. (D) Analysis of LC3 and LAMP1 colocalization in non-irradiated and IR-treated cells. Confocal images are shown.		PMC4050140_cc-13-1424-g11.jpg
39	Plos Genetics	PMC3789832	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789832/bin/pgen.1003837.g003.jpg	Induced Zip1 assembles full SC stretches in a SUMO-dependent manner.Cartoon in (A) depicts the Zip1 induction experiment conducted, as described ([46], this work) using LFT51 (control) and LFT65 (sumo-diminished) strains. Bar graph indicates the extent of SC assembly (Zip1 staining) on chromosomes at each time point following induction (n&gt;50 for each time point). Number on each column indicates the percentage of each set of nuclei that exhibit a polycomplex (Zip1 aggregate) structure. Western <b>blots</b> in (B) show SUMO levels in cellular lysates from the sporulated cells in this experiment (left <b>blot</b>; SUMO signal is 2–8 fold reduced in SUMO-diminished as compared to SMT3+ cells) and Zip1 levels in uninduced and induced strains (right <b>blot</b>; Zip1 runs at ∼100 kD, whereas the lower band is nonspecific). (C) Examples of meiotic surface-spread chromosomes from each strain after induction of ZIP1 expression. Chromosome spreads have been labeled with DAPI (DNA, white), antibodies to Zip1 (red) and SUMO (green). Arrows indicate polycomplex structures. Scale, 1 µm.		PMC3789832_pgen.1003837.g003.jpg
40	Scientific Reports	PMC5379239	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5379239/bin/srep45917-f4.jpg	Inhibiting EGFR blocks ox-LDL-induced inflammation in macrophages.(a) ox-LDL activates EGFR in macrophages. MPMs were stimulated with ox-LDL (50 μg/mL) for different time points. Cell lysates were analyzed for p-EGFR and EGFR. (b,c) AG and 542 suppressed ox-LDL-induced activation of EGFR. MPMs were pretreated with 542 (10 μM or indicated concentrations), AG1478 (10 μM), or vehicle (DMSO, 1 μL) for 1 h and then stimulated with ox-LDL (50 μg/mL) for 15 min. Immunofluorescence staining for p-EGFR and DAPI was performed (b) and the levels of p-EGFR, p-ERK, and p-AKT in cell lysates were detected by western <b>blot</b> (c). (d,e) AG and 542 suppressed ox-LDL-induced activation of NF-κB. MPMs were pretreated with 542 (10 μM), AG1478 (10 μM), or vehicle (DMSO, 1 μL) for 1 h and then stimulated with ox-LDL (50 μg/mL) for 1 h. Levels of nuclear NF-κB p65 were assessed by western blotting with Lamin B as a loading control (d), or were detected by anti-p65 immunofluorescence staining (e). (f–j) AG and 542 inhibited ox-LDL-induced release of cytokines. MPMs were pretreated with 542 (2.5, 5 or 10 μM) and AG1478 (10 μM) for 1 h and then stimulated with ox-LDL (50 μg/mL) for 24 h (in panels f and g) or 6 h (in panels h–j). The levels of IL-6 (d) and TNF-α (e) in the cultural medium were detected by ELISA. The mRNA levels of ICAM-1 (h), VCAM-1 (i), and MMP-2 (j) were detected by real-time qPCR assay. (k) AG and 542 inhibited ox-LDL-induced MMP9 activity. MPMs were pretreated with 542 or AG1478 at indicated concentrations for 1 h and then stimulated with ox-LDL (50 μg/mL) for 48 h. MMP-9 activity in the medium was measured by gelatin zymography. (n = 4 independent experiments, ##P &lt; 0.01, vs control; *P &lt; 0.05, **P &lt; 0.01, ***P &lt; 0.001, vs ox-LDL). For panels a, c, d, and k, the gels were run under the same experimental conditions. Shown are cropped gels/<b>blots</b> (The gels/<b>blots</b> with indicated cropping lines are shown in the Supplementary Fig. 20). The quantification results for all staining images were shown in the Supplementary File.		PMC5379239_srep45917-f4.jpg
41	Drug Design, Development And Therapy	PMC5087784	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5087784/bin/dddt-10-3471Fig6.jpg	UA–cisplatin combination downregulates Nrf2 and its substrates.Notes: The protein expression levels of Nrf2, HO-1, NQO1, and GST of HepG2/DDP cells treated with 8.92 μg/mL cisplatin and/or UA (2.25 μg/mL) for 48 hours were detected by Western <b>blot</b> analysis. Results are representative of three different experiments, and they are expressed as mean ± SD.Abbreviations: GAPDH, glyceraldehyde-3-phosphate dehydrogenase; GST, glutathione S-transferase; HepG2/DDP, cisplatin-resistant hepatocellular carcinoma cell line; HO-1, heme oxygenase-1; NQO1, NAD(P)H quinone oxidoreductase 1; Nrf2, nuclear factor erythroid-2-related factor 2; SD, standard deviation; UA, ursolic acid.		PMC5087784_dddt-10-3471Fig6.jpg
42	The Journal Of Cell Biology	PMC4639871	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4639871/bin/JCB_201505062_Fig6.jpg	Overexpression of Tul1 causes a constitutive degradation of a subset of vacuolar membrane proteins. (A) Localization of chromosomally tagged Ypq2-GFP, Fth1-GFP, and Vph1-GFP in cells overexpressing Ssh4, Tul1, or the empty vector. (B) Western <b>blot</b> analysis of protein levels for chromosomally tagged Ypq2-GFP, Fth1-GFP, and Vph1-GFP in cells overexpressing Ssh4 (S-OE), Tu1(T-OE), or the empty vector (Vec). G6PDH was used as a loading control. 1 OD600 of cells were loaded for Ypq2 and Fth1 samples, 0.4 OD600 of cells were loaded for Vph1 samples owing to the high expression level of Vph1-GFP. (C) Localization of chromosomally tagged Ypq1-GFP, Zrt3*-GFP, Zrc1-GFP, and Cot1-GFP in cells overexpressing Ssh4, Tul1, or the empty vector. (D) Western <b>blot</b> analysis of protein levels for chromosomally tagged Ypq1-GFP, Zrt3*-GFP, Zrc1-GFP, and Cot1-GFP in cells overexpressing Ssh4, Tul1, or only the empty vector. G6PDH was used as a loading control. 1 OD600 of cells were loaded for each lane. (E) Localization of chromosomally tagged Ycf1-GFP, Vba4-GFP, and Ypl162c-GFP in cells overexpressing Ssh4, Tu1, or the empty vector. (F) Western <b>blot</b> analysis of protein levels for chromosomally tagged Ycf1-GFP, Vba4-GFP, and Ypl162c-GFP in cells overexpressing Ssh4, Tul1, or the empty vector. G6PDH was used as a loading control. 1 OD600 cells were loaded for each lane. Bar, 1 µm.		PMC4639871_JCB_201505062_Fig6.jpg
43	Plos One	PMC3267750	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267750/bin/pone.0030999.g002.jpg	Piwil2 induces phosporylation of STAT3.A, Western <b>blot</b> analysis showed that phosphorylation level of STAT3 was significantly increased 12 hours after being transient transfected with Piwil2. However, at 24 hours after transfection, STAT3 phosphorylation level had almost returned to normal. Similar while opposite profile was observed followed transfection of Piwil2-siRNA. Nevertheless, stable transfectants of Piwil2 (ST) showed constantly high STAT3 activity. B, pYSTAT3 was subcellular localized in Piwil2 transfected cells by using immunofluorescence. Signal of FITC-labeled secondary antibody was observed significantly increased in cytoplasm 6 hours after transfection, and expanded to nucleus 12 hour after transfection. C, time-course analysis showed that STAT3 phosphorylation was notably sensitive to changes in Piwil2 level and responded rapidly, at least 6 hours before P53 regulation. D, Western <b>blot</b> analysis revealed that Piwil2 induced STAT3 phosphorylation and repressed P53 in HepG2 cells.		PMC3267750_pone.0030999.g002.jpg
